race_id,cycle,state,poll_margin,actual_margin,poll_error,receipts_edge,individual_edge,dem_incumbent,rep_incumbent
74,2016,CO,9.529411764705882,5.664990778422201,-3.8644209862836814,1.286000066673826,1.010063868796432,1,0
75,2016,VT,39.0,28.235646523840927,-10.764353476159073,3.4274627209389266,3.2702935411332232,1,0
7781,2020,GA,0.7399999999999998,2.0796645851886026,1.3396645851886029,0.3070784820856988,0.7479333161164572,0,1
78,2016,IN,0.1,-9.699525643850095,-9.799525643850094,-0.8633147899752237,-0.8933327521322986,0,0
79,2016,SD,-29.6,-43.65572315882875,-14.055723158828748,-4.2950779249662645,-3.766887156490048,0,1
8,2014,NH,2.7439999999999998,3.2442298513394263,0.5002298513394265,0.49881093415246974,0.4562429558532838,1,0
80,2016,ID,-26.333333333333332,-38.407937043315854,-12.074603709982522,-1.6563622076098008,-1.926338567921154,0,1
81,2016,KY,-8.925,-14.548783402899453,-5.623783402899452,0.2536238486875902,0.15599782967590972,0,1
83,2016,AR,-15.200000000000001,-23.600614705622107,-8.400614705622106,-0.6058224559461338,-0.3313524571119344,0,1
84,2016,IL,12.45,15.08132555020341,2.6313255502034103,0.650874992990596,0.8600423255058107,0,1
85,2016,NH,1.1310344827586207,0.13759233704035267,-0.993442145718268,0.2907807352580748,0.47120658625373535,0,1
86,2016,PA,1.758823529411765,-1.4324531185143883,-3.191276647926153,-0.2859218694719997,-0.1839536011493704,0,1
87,2016,AZ,-9.45625,-12.961556546925202,-3.505306546925201,-0.2361763440258234,-0.012981048981749767,0,1
8737,2020,GA,0.8959999999999999,1.2250880844219267,0.32908808442192683,0.45362691449328635,0.652684850675053,0,1
88,2016,GA,-9.72,-13.750559494998846,-4.030559494998846,-1.0661753734003798,-2.3637868210462543,0,1
8919,2022,AZ,3.121621621621622,4.887427331401469,1.7658057097798467,1.7790505494204227,1.9197415078172622,1,0
8921,2022,CA,21.333333333333332,22.12901552163153,0.7956821882981977,2.415686798314679,2.199251628416427,1,0
8922,2022,CO,8.645454545454546,14.618319847367943,5.972865301913396,0.7053134634696607,1.3439082019301016,1,0
8923,2022,CT,14.325,13.114826964640486,-1.2101730353595137,0.8604656914279265,0.9902363551451698,1,0
8924,2022,FL,-6.66875,-16.41302787027712,-9.74427787027712,0.6232567059074794,0.7017697369998438,0,1
8925,2022,GA,0.9324999999999999,0.9572085233353107,0.024708523335310817,1.0300925430120194,0.9996429132623833,1,0
8928,2022,IL,15.500000000000002,15.32317482561158,-0.17682517438842105,2.395496545375214,2.7034639646091065,1,0
8930,2022,IA,-8.7,-12.178645226302464,-3.478645226302465,0.18480192814665608,0.7008340979215961,0,1
8938,2022,NH,3.5105263157894733,9.06075123797254,5.550224922183066,2.1814640673319454,2.21263560592728,1,0
8939,2022,NY,16.608333333333334,13.981957408768281,-2.6263759245650533,4.157682694442706,4.1080730527290985,1,0
8940,2022,NC,-3.4266666666666663,-3.225740634946547,0.20092603172011936,0.960595709496829,1.2046594447622854,0,0
8942,2022,OH,-2.924782608695651,-6.11188234605315,-3.187099737357499,1.2842090492905232,1.761936977880551,0,0
8943,2022,OK,-17.085714285714285,-32.20471838794785,-15.119004102233564,-1.1256244127552584,-0.5925651342055206,0,1
8944,2022,OR,15.7,14.908744992735805,-0.7912550072641942,4.425671307361739,4.067440406186624,1,0
8945,2022,PA,1.5969696969696972,4.913393595144285,3.316423898174588,0.40175683385336447,1.1929006606523842,0,0
8950,2022,WA,6.1000000000000005,14.518356901473148,8.418356901473146,-0.2652787581355272,-0.5195518463237832,1,0
8951,2022,WI,-2.936842105263158,-1.0072848888039303,1.9295572164592278,0.19257558590772994,0.3268742663556452,0,1
9,2014,ME,-29.77777777777778,-36.9603726979544,-7.182594920176619,-0.8106905687012536,-0.2707407900745033,0,1
92,2016,IA,-18.133333333333333,-24.434666029865618,-6.301332696532285,-1.3798396491034173,-1.1430723383989634,0,1
93,2016,FL,-4.997674418604651,-7.666273911987119,-2.6685994933824677,0.11843843918227233,-0.003399039476990664,0,1
9482,2022,OK,-12.042857142857143,-26.5327284848685,-14.489871342011357,-1.0734376077860157,-0.4436374908421811,0,0
9552,2022,GA,2.8307692307692305,2.806110997078669,-0.024658233690561637,1.0300925430120194,0.9996429132623833,1,0
96,2018,AZ,0.1547999999999999,2.3444957614536364,2.1896957614536365,0.034455855565462,0.10121679233220916,0,0
98,2018,CT,18.25,17.447434455308468,-0.8025655446915323,4.185812839770108,4.143578419846798,1,0
